DIRECTORIO SECUENCIA_ENCUESTA SECUENCIA_P ORDEN DEPMUNI P5747 P5752 P5752S1 P5090 FEX_C
122566 1 1 1 17001 1 1 3 1 26.0348571444006
122567 1 1 1 17001 1 1 3 1 40.6976004509135
122568 1 1 1 17001 2 1 3 1 46.3972986680618
122569 1 1 1 17001 2 1 2 1 60.925348960558
122570 1 1 1 17001 2 1 6 1 42.8714751259497
122571 1 1 1 17001 1 1 3 1 36.1509547664253
122572 1 1 1 17001 2 1 3 1 71.5880778437706
122573 1 1 1 17001 2 1 3 1 41.7025525871775
122574 1 1 1 17001 2 1 2 2 46.2922560386582
122575 1 1 1 17001 1 1 2 1 51.4655347523382
122576 1 1 1 17001 2 1 3 2 55.1435933062265
122577 1 1 1 17001 2 1 2 2 52.5136394911234
122578 1 1 1 17001 1 1 3 1 47.625225838643
122579 1 1 1 17001 1 1 2 1 37.5029036335012
122580 1 1 1 17001 2 1 2 2 104.139428577602
122581 1 1 1 17001 2 1 2 4 49.4438950890782
122582 1 1 1 17001 1 1 2 1 36.94286100041
122583 1 1 1 17001 2 1 2 1 35.0251848301742
122584 1 1 1 17001 2 1 3 1 44.5633857023236
122585 1 1 1 17001 1 1 6 1 45.1234283354147
122586 1 1 1 17001 2 1 6 2 49.4438950890782
122587 1 1 1 17001 2 1 2 2 66.9323497500274
122588 1 1 1 17001 1 1 5 1 31.9081532102277
122589 1 1 1 17001 2 1 2 2 69.5722992301164
122590 1 1 1 17001 1 1 2 1 35.0251848301742
122591 1 1 1 17001 1 1 3 2 58.7460977449539
122592 1 1 1 17001 1 1 2 1 42.7665273320748
122593 1 1 1 17001 2 1 3 1 35.8170910641589
122594 1 1 1 17001 1 1 6 1 40.6976004509135
122595 1 1 1 17001 2 1 5 2 67.4923923831185
122596 1 1 1 17001 1 1 6 1 35.8170910641589
122597 1 1 1 17001 2 1 6 2 38.6286735697522
122598 1 1 1 17001 1 1 3 1 60.8160089269658
122599 1 1 1 17001 2 1 6 1 37.5029036335012
122600 1 1 1 17001 2 1 3 1 52.8646760017866
122601 1 1 1 17001 1 1 6 1 47.5230686043129
122602 1 1 1 17001 2 1 6 1 45.3491939292767
122603 1 1 1 17001 2 1 6 1 45.3491939292767
122604 1 1 1 17001 2 1 6 2 57.3174679812627
122605 1 1 1 17001 2 1 6 1 50.3438994314673
122606 1 1 1 17001 1 1 6 1 37.8428653427991
122607 1 1 1 17001 2 1 3 2 44.5633857023236
122608 1 1 1 17001 2 1 3 2 66.9323497500274
122609 1 1 1 17001 2 1 2 2 67.4923923831185
122610 1 1 1 17001 1 1 2 1 56.1644154486027
122611 1 1 1 17001 2 1 6 1 46.2491982716658
122612 1 1 1 17001 2 1 3 2 61.2710089306533
122613 1 1 1 17001 2 1 3 2 44.2234239930256
122614 1 1 1 17001 1 1 3 1 36.94286100041
122615 1 1 1 17001 2 1 6 2 60.8160089269658
122616 1 1 1 17001 1 1 2 1 52.4096759980991
122617 1 1 1 17001 1 1 3 1 40.6976004509135
122618 1 1 1 17001 2 1 5 2 45.3491939292767
122619 1 1 1 17001 1 1 6 1 36.94286100041
122620 1 1 1 17001 2 1 6 1 40.6976004509135
122621 1 1 1 17001 2 1 6 1 40.6976004509135
122622 1 1 1 17001 1 1 2 2 61.259934129288
122623 1 1 1 17001 2 1 6 1 40.6976004509135
122624 1 1 1 17001 1 1 6 2 39.5718305146625
122625 1 1 1 17001 1 1 1 2 64.6170094849012
122626 1 1 1 17001 1 1 1 1 40.6976004509135
122627 1 1 1 17001 1 1 6 1 47.418120810438
122628 1 1 1 17001 1 1 3 1 41.5976047933026
122629 1 1 1 17001 1 1 3 1 47.418120810438
122630 1 1 1 17001 2 1 3 2 44.5633857023236
122631 1 1 1 17001 2 1 3 3 69.5722992301164
122632 1 1 1 17001 1 1 6 2 27.9708007683834
122633 1 1 1 17001 1 1 6 1 45.3491939292767
122634 1 1 1 17001 2 1 2 2 77.134162723564
122635 1 1 1 17001 1 1 2 1 46.7372603773598
122636 1 1 1 17001 2 1 1 2 47.418120810438
122637 1 1 1 17001 1 1 2 1 44.5633857023236
122638 1 1 1 17001 1 1 2 2 74.8826035388272
122639 1 1 1 17001 2 1 3 3 31.7255402188869
122641 1 1 1 17001 2 1 3 2 61.2710089306533
122642 1 1 1 17001 1 1 2 1 69.6662670581547
122643 1 1 1 17001 1 1 2 1 46.7372603773598
122644 1 1 1 17001 2 1 3 2 37.5029036335012
122645 1 1 1 17001 2 1 2 2 60.8160089269658
122646 1 1 1 17001 1 1 3 1 40.6976004509135
122647 1 1 1 17001 1 1 3 1 31.1654975857958
122648 1 1 1 17001 1 1 1 1 24.7219475445391
122649 1 1 1 17001 2 1 3 2 43.6633813599345
122650 1 1 1 17001 2 1 6 1 36.2720910678464
122651 1 1 1 17001 2 1 6 1 61.2710089306533
122652 1 1 1 17001 2 1 2 1 54.0954885674414
122653 1 1 1 17001 1 1 2 1 54.0954885674414
122654 1 1 1 17001 1 1 2 1 45.3491939292767
122655 1 1 1 17001 2 1 2 1 40.6976004509135
122656 1 1 1 17001 2 1 2 2 95.9776972538838
122657 1 1 1 17001 2 1 2 4 44.118381363622
122658 1 1 1 17001 1 1 2 1 47.5230686043129
122659 1 1 1 17001 1 1 2 2 39.5276936112907
122660 1 1 1 19001 1 1 2 1 38.8277726214636
122661 1 1 1 19001 1 1 3 1 30.8144527378562
122662 1 1 1 19001 1 1 1 2 30.3435242368614
122663 1 1 1 19001 2 1 2 1 27.4926021724859
122664 1 1 1 19001 1 1 2 1 34.2382808198402
122665 1 1 1 19001 1 1 3 1 22.9053591612764
122666 1 1 1 19001 1 1 1 1 63.80098828049
122667 1 1 1 19001 1 1 1 1 27.9265533775399
122668 1 1 1 19001 1 1 3 1 24.8864316047758
122669 1 1 1 19001 2 1 2 2 49.6690048983199
122670 1 1 1 19001 1 1 2 1 58.5339408365136
122671 1 1 1 19001 1 1 3 1 64.4348537553596
122672 1 1 1 19001 2 1 2 1 56.6081090400794
122673 1 1 1 19001 1 1 2 2 31.8326092831384
122674 1 1 1 19001 2 1 2 1 25.7974183473771
122675 1 1 1 19001 1 1 2 2 37.5487723201467
122676 1 1 1 19001 1 1 2 2 60.1862548820372
122677 1 1 1 19001 1 1 1 1 59.9250893157963
122678 1 1 1 19001 2 1 1 2 25.9280011304975
122679 1 1 1 19001 2 1 2 1 64.6960193216005
122680 1 1 1 19001 1 1 2 1 12.9640005652487
122681 1 1 1 19001 2 1 3 3 27.2512709474904
122682 1 1 1 19001 1 1 3 1 25.6854725753761
122683 1 1 1 19001 1 1 3 1 21.8614236332476
122684 1 1 1 19001 1 1 2 1 30.8144527378562
122685 1 1 1 19001 2 1 1 1 30.7910397574167
122686 1 1 1 19001 1 1 2 1 29.0158922330931
122687 1 1 1 19001 2 1 3 2 36.230887428592
122688 1 1 1 19001 2 1 3 2 19.7085189134117
122689 1 1 1 19001 1 1 3 2 21.7264075394441
122690 1 1 1 19001 1 1 3 1 31.3924684725643
122691 1 1 1 19001 1 1 3 2 34.9561660679378
122692 1 1 1 19001 1 1 3 1 41.3633048484997
122693 1 1 1 19001 2 1 1 3 24.0083454263982
122694 1 1 1 19001 2 1 3 2 28.8194548977015
122695 1 1 1 19001 1 1 3 2 34.3921456468784
122696 1 1 1 19001 2 1 3 2 24.8611008075617
122697 1 1 1 19001 1 1 3 1 17.5968636867919
122698 1 1 1 19001 1 1 3 2 24.8864316047758
122699 1 1 1 19001 1 1 3 2 33.8979060275807
122700 1 1 1 19001 2 1 3 2 18.1844495742518
122701 1 1 1 19001 1 1 3 1 20.8658894444547
122702 1 1 1 19001 2 1 3 2 24.1885192883777
122703 1 1 1 19001 1 1 3 2 39.973200458417
122704 1 1 1 19001 1 1 3 1 21.3026361946119
122705 1 1 1 19001 1 1 3 2 24.7255533038908
122706 1 1 1 19001 1 1 3 2 25.045797532775
122707 1 1 1 19001 1 1 3 1 24.8864316047758
122708 1 1 1 19001 2 1 3 1 29.7728832121345
122709 1 1 1 19001 1 1 3 1 17.0122972654097
122710 1 1 1 19001 1 1 3 1 53.1968054311767
122711 1 1 1 19001 2 1 2 3 29.2669704182568
122712 1 1 1 19001 1 1 3 1 26.1907490492007
122713 1 1 1 19001 1 1 3 1 34.9561660679378
122714 1 1 1 19001 1 1 1 1 12.9640005652487
122715 1 1 1 19001 1 1 3 1 18.6903623681294
122716 1 1 1 19001 1 1 3 1 24.9098445852152
122717 1 1 1 19001 1 1 3 1 30.0931274410186
122718 1 1 1 19001 1 1 3 1 30.8144527378562
122719 1 1 1 19001 1 1 2 2 29.749470231695
122720 1 1 1 19001 1 1 2 1 21.9114719775775
122721 1 1 1 19001 2 1 3 2 28.3559836756556
122722 1 1 1 19001 1 1 3 1 23.998857842614
122723 1 1 1 19001 2 1 3 2 15.5721757477693
122724 1 1 1 19001 1 1 2 1 24.0042280070533
122725 1 1 1 19001 1 1 2 1 32.4077640911608
122726 1 1 1 19001 3 1 2 1 24.8864316047758
122727 1 1 1 19001 1 1 3 2 24.0083454263982
122728 1 1 1 19001 2 1 3 1 29.749470231695
122729 1 1 1 19001 1 1 2 1 21.3771724027716
122730 1 1 1 19001 1 1 3 1 22.4513755230146
122731 1 1 1 19001 1 1 2 1 24.0890577268927
122732 1 1 1 19001 1 1 3 1 32.1985276805358
122733 1 1 1 19001 1 1 2 1 12.9640005652487
122734 1 1 1 19001 2 1 3 2 15.8799762756111
122735 1 1 1 19001 1 1 3 1 22.9169054180506
122736 1 1 1 19001 1 1 3 1 16.383550992732
122737 1 1 1 19001 1 1 3 1 22.6053712865745
122738 1 1 1 19001 1 1 3 1 21.5638017608528
122739 1 1 1 19001 1 1 3 1 17.2120460922505
122740 1 1 1 19001 2 1 3 1 29.9625446578982
122741 1 1 1 19001 1 1 2 1 48.7673508743107
122742 1 1 1 19001 2 1 3 2 23.146949762656
122743 1 1 1 19001 1 1 3 1 29.9034659952549
122744 1 1 1 19001 2 1 3 1 30.0574617588148
122745 1 1 1 19001 2 1 3 1 24.8864316047758
122746 1 1 1 19001 1 1 2 1 83.54352192636
122747 1 1 1 19001 1 1 3 1 34.6662593300882
122748 1 1 1 19001 2 1 3 1 26.767049538868
122749 1 1 1 19001 1 1 2 1 24.735040887675
122750 1 1 1 19001 2 1 3 2 19.2189455633704
122751 1 1 1 19001 2 1 3 1 25.3519614998117
122752 1 1 1 19001 2 1 3 1 34.9561660679378
122753 1 1 1 19001 1 1 2 2 27.1700969694361
122754 1 1 1 19001 1 1 2 2 54.1787693378832
122755 1 1 1 19001 1 1 3 1 40.2840834163828
122756 1 1 1 19001 2 1 3 2 19.4473533471708
122757 1 1 1 19001 1 1 3 1 41.1356982678044
122758 1 1 1 19001 2 1 3 2 33.854768371146
122759 1 1 1 19001 1 1 3 1 31.5714437168975
122760 1 1 1 19001 1 1 3 1 20.9273061838547
122761 1 1 1 19001 2 1 3 2 20.7500884391334
122762 1 1 1 19001 2 1 3 2 20.619505656013
122763 1 1 1 19001 2 1 3 2 24.0083454263982
122764 1 1 1 19001 2 1 3 1 33.6932622950188
122765 1 1 1 19001 2 1 4 1 32.3480096608002
122766 1 1 1 19001 1 1 3 1 30.7391106018009
122767 1 1 1 19001 2 1 3 2 26.8319143364956
122768 1 1 1 19001 1 1 3 1 20.247332271513
122769 1 1 1 19001 1 1 3 1 25.5611979104368
122770 1 1 1 19001 1 1 4 1 30.0931274410186
122771 1 1 1 19001 1 1 1 3 63.6652185662768
122772 1 1 1 19001 1 1 1 1 50.7620480969145
122773 1 1 1 19001 1 1 1 1 42.9535678008204
122774 1 1 1 19001 2 1 4 2 23.998857842614
122775 1 1 1 19001 1 1 3 1 24.8864316047758
122776 1 1 1 19001 1 1 3 1 28.379396656095
122777 1 1 1 19001 1 1 1 1 54.3401939388723
122778 1 1 1 19001 1 1 3 3 24.0083454263982
122779 1 1 1 19001 1 1 2 1 23.2775325457764
122780 1 1 1 19001 2 1 3 2 35.1304121163439
122781 1 1 1 19001 2 1 3 3 32.3480096608002
122782 1 1 1 19001 1 1 3 1 24.7846319665341
122783 1 1 1 19001 1 1 3 2 27.896792430713
122784 1 1 1 19001 2 1 3 2 16.7061332983729
122785 1 1 1 19001 1 1 2 1 23.8448620790541
122786 1 1 1 19001 1 1 2 1 23.998857842614
122787 1 1 1 19001 2 1 3 2 31.4604358986384
122788 1 1 1 19001 1 1 2 3 23.9469286869982
122789 1 1 1 19001 1 1 2 1 31.8326092831384
122790 1 1 1 19001 2 1 3 2 24.7558488216554
122791 1 1 1 19001 1 1 4 2 30.4221778643661
122792 1 1 1 19001 1 1 1 1 47.997715685228
122793 1 1 1 19001 1 1 3 1 28.1283184709313
122794 1 1 1 19001 2 1 3 1 29.9129535790391
122795 1 1 1 19001 3 1 3 2 20.7500884391334
122796 1 1 1 19001 3 1 3 2 20.7500884391334
122797 1 1 1 19001 2 1 3 1 24.9098445852152
122798 1 1 1 19001 2 1 3 2 22.2189931016525
122799 1 1 1 19001 1 1 2 1 25.3519614998117
122800 1 1 1 19001 1 1 2 1 21.3391275806867
122801 1 1 1 19001 3 1 3 2 21.0578889669752
122802 1 1 1 19001 2 1 3 1 20.0451025861322
122803 1 1 1 19001 2 1 3 1 30.6604569742963
122804 1 1 1 19001 1 1 3 1 31.5714437168975
122805 1 1 1 19001 1 1 3 1 22.1287932173737
122806 1 1 1 19001 2 1 3 1 30.0931274410186
122807 1 1 1 19001 2 1 3 2 30.7391106018009
122808 1 1 1 19001 2 1 3 1 30.7910397574167
122809 1 1 1 19001 1 1 3 1 28.7160088825743
122810 1 1 1 19001 1 1 2 1 37.9876142316222
122811 1 1 1 19001 1 1 3 2 30.0931274410186
122812 1 1 1 19001 1 1 2 1 22.0076980180375
122813 1 1 1 19001 1 1 2 1 17.2120460922505
122814 1 1 1 19001 2 1 2 2 63.1428874337951
122815 1 1 1 19001 1 1 2 1 30.0931274410186
122816 1 1 1 19001 1 1 1 1 15.2000023632693
122817 1 1 1 19001 1 2  1 27.3378271303733
122818 1 1 1 19001 1 1 1 2 63.404053000036
122819 1 1 1 19001 1 1 2 2 28.6094420182309
122820 1 1 1 19001 1 1 2 1 30.7391106018009
122821 1 1 1 19001 2 1 3 1 55.3954078421871
122822 1 1 1 19001 2 1 3 1 29.3945933741788
122823 1 1 1 19001 1 1 3 1 64.7139170564229
122824 1 1 1 19001 1 1 2 1 55.6703189645459
122825 1 1 1 19001 1 1 3 1 40.0454228977066
122826 1 1 1 19001 2 1 3 1 20.3893572471874
122827 1 1 1 19001 1 1 4 1 29.9034659952549
122828 1 1 1 19001 2 1 4 1 23.2652798440121
122829 1 1 1 19001 2 1 2 2 28.1704807893776
122830 1 1 1 19001 1 1 1 1 45.6065851066648
122831 1 1 1 19001 2 1 3 2 33.300703151951
122832 1 1 1 19001 1 1 3 2 25.7974183473771
122833 1 1 1 19001 2 1 3 1 19.0106065970136
122834 1 1 1 19001 1 1 2 1 74.4220965754389
122835 1 1 1 19001 2 1 2 1 64.6960193216005
122836 1 1 1 19001 1 1 3 2 59.9667965937247
122837 1 1 1 19001 2 1 3 2 21.9114719775775
122838 1 1 1 19001 1 1 2 2 39.3131795155917
122839 1 1 1 19001 2 1 3 1 68.5310130690782
122840 1 1 1 19001 1 1 3 1 30.0931274410186
122841 1 1 1 19001 1 1 3 1 20.4889228728925
122842 1 1 1 19001 2 1 3 2 28.3040545200397
122843 1 1 1 19001 1 1 3 2 24.8864316047758
122844 1 1 1 19001 1 1 2 2 39.4638637877023
122845 1 1 1 19001 2 1 3 2 32.3480096608002
122846 1 1 1 19001 2 1 3 1 23.1703627430954
122847 1 1 1 19001 1 1 2 2 30.7391106018009
122848 1 1 1 19001 2 1 3 1 43.5112428052998
122849 1 1 1 19001 2 1 3 2 12.9640005652487
122850 1 1 1 19001 1 1 1 3 63.6652185662768
122851 1 1 1 19001 2 1 3 2 31.8326092831384
122852 1 1 1 19001 1 1 2 1 30.0931274410186
122853 1 1 1 19001 2 1 2 2 24.8864316047758
122854 1 1 1 19001 1 1 1 1 30.7391106018009
122855 1 1 1 19001 2 1 3 1 32.3480096608002
122856 1 1 1 19001 1 1 1 3 63.404053000036
122857 1 1 1 19001 2 1 3 2 38.9975468931312
122858 1 1 1 19001 2 1 3 1 25.9987626628318
122859 1 1 1 19001 1 1 3 1 29.749470231695
122860 1 1 1 19001 2 1 3 1 26.81883622346
122861 1 1 1 19001 1 1 3 1 36.5650651269372
122862 1 1 1 19001 1 1 2 1 36.7190608904971
122863 1 1 1 19001 2 1 3 2 32.9939928215825
122864 1 1 1 19001 2 1 3 2 27.3249332172876
122865 1 1 1 19001 1 1 3 3 36.7743015375622
122866 1 1 1 19001 1 1 3 1 30.5494491560372
122867 1 1 1 19001 2 1 3 2 24.2062228636948
122868 1 1 1 19001 1 1 3 1 23.998857842614
122869 1 1 1 19001 1 1 2 1 42.9535678008204
122870 1 1 1 19001 2 1 3 3 18.1844495742518
122871 1 1 1 19001 1 1 3 2 24.3602624567159
122872 1 1 1 19001 2 1 3 2 23.3009455262159
122873 1 1 1 19001 1 1 2 1 59.5457664242689
122874 1 1 1 19001 1 1 2 1 13.8326939056495
122875 1 1 1 19001 2 1 3 1 27.9580592339594
122876 1 1 1 19001 2 1 2 1 12.9640005652487
122877 1 1 1 19001 2 1 3 2 20.619505656013
122878 1 1 1 19001 2 1 3 1 28.2254008925351
122879 1 1 1 19001 1 1 3 1 17.9690370712919
122880 1 1 1 19001 1 1 2 2 54.1787693378832
122881 1 1 1 19001 2 1 3 2 26.6546965917743
122882 1 1 1 19001 1 1 2 2 22.3495758847729
122883 1 1 1 19001 2 1 3 2 24.1885192883777
122884 1 1 1 19001 2 1 3 2 29.2669704182568
122885 1 1 1 19001 2 1 3 2 24.1885192883777
122886 1 1 1 19001 2 1 3 2 44.3323978252109
122887 1 1 1 19001 1 1 3 2 31.702026500018
122888 1 1 1 19001 2 1 3 2 28.6637981637523
122889 1 1 1 19001 2 1 3 2 30.0931274410186
122890 1 1 1 19001 1 1 3 2 25.7974183473771
122891 1 1 1 19001 2 1 3 2 24.1885192883777
122892 1 1 1 19001 2 1 3 2 32.6008880611035
122893 1 1 1 19001 2 1 4 2 15.5573939699702
122894 1 1 1 19001 1 1 2 1 33.3706799893779
122895 1 1 1 19001 2 1 3 1 20.6815981631303
122896 1 1 1 19001 2 1 3 2 27.5325131134387
122897 1 1 1 19001 1 1 3 1 34.7899176026136
122898 1 1 1 19001 2 1 3 2 36.230887428592
122899 1 1 1 19001 2 1 3 2 63.3539525074076
122900 1 1 1 19001 2 1 1 2 26.4434015081593
122901 1 1 1 19001 2 1 3 2 24.0083454263982
122902 1 1 1 19001 3 1 3 2 31.8326092831384
122903 1 1 1 19001 1 1 1 2 30.8831859292977
122904 1 1 1 19001 2 1 3 2 28.6297934519378
122905 1 1 1 19001 2 1 4 2 29.9034659952549
122906 1 1 1 19001 2 1 4 1 23.998857842614
122907 1 1 1 19001 2 1 4 1 28.7079007059733
122908 1 1 1 19001 2 1 3 1 31.702026500018
122909 1 1 1 19001 1 1 3 2 30.0931274410186
122910 1 1 1 19001 2 1 3 2 30.0931274410186
122911 1 1 1 20001 1 1 1 1 32.4163448332228
122912 1 1 1 20001 2 1 2 1 51.1639878687169
122913 1 1 1 20001 2 1 2 2 47.9429335426633
122914 1 1 1 20001 2 1 2 2 36.2759347085262
122915 1 1 1 20001 1 1 2 1 47.1480335162297
122916 1 1 1 20001 2 1 2 2 33.7681016158314
122917 1 1 1 20001 1 1 2 2 29.9127176451184
122918 1 1 1 20001 2 1 2 2 38.1275527725149
122919 1 1 1 20001 2 1 1 2 48.9699028367218
122920 1 1 1 20001 2 1 1 2 35.4480326972454
122921 1 1 1 20001 1 1 2 2 32.8146544212493
122922 1 1 1 20001 1 1 2 1 38.6223769365455
122923 1 1 1 20001 2 1 2 2 47.3219691283153
122924 1 1 1 20001 1 1 2 2 37.1783904901251
122925 1 1 1 20001 2 1 2 2 39.5632085136326
122926 1 1 1 20001 2 1 2 2 43.7325369368371
122927 1 1 1 20001 2 1 2 3 42.7989284876929
122928 1 1 1 20001 2 1 2 2 35.8128467106125
122929 1 1 1 20001 2 1 2 1 41.5926293988762
122930 1 1 1 20001 1 1 1 1 41.6037443823198
122931 1 1 1 20001 2 1 2 1 46.8271449642847
122932 1 1 1 20001 2 1 2 2 46.3853103862173
122933 1 1 1 20001 1 1 1 1 29.9127176451184
122934 1 1 1 20001 2 1 2 1 35.5569256399302
122935 1 1 1 20001 2 1 2 1 37.6508603986312
122936 1 1 1 20001 1 1 2 1 31.5175941798948
122937 1 1 1 20001 1 1 1 1 32.7530499995438
122938 1 1 1 20001 1 1 2 2 43.7325369368371
122939 1 1 1 20001 1 1 2 1 32.4163448332228
122940 1 1 1 20001 1 1 1 1 29.9127176451184
122941 1 1 1 20001 3 1 2 2 50.4222317413096
122942 1 1 1 20001 1 1 1 1 32.6063603226483
122943 1 1 1 20001 1 1 1 1 39.3967720247566
122944 1 1 1 20001 2 1 2 2 42.0133719366011
122945 1 1 1 20001 1 1 2 2 44.7431659506816
122946 1 1 1 20001 1 1 1 1 28.9288352571632
122947 1 1 1 20001 1 1 1 1 32.4163448332228
122948 1 1 1 20001 2 1 1 2 38.5482953102397
122949 1 1 1 20001 2 1 1 2 45.6530780668904
122950 1 1 1 20001 1 1 1 2 50.4222317413096
122951 1 1 1 20001 1 1 1 1 42.0258491412014
122952 1 1 1 20001 1 1 1 1 36.7464551597567
122953 1 1 1 20001 1 1 3 1 41.463762653528
122954 1 1 1 20001 1 1 1 1 24.3623432967834
122955 1 1 1 20001 1 1 3 2 49.4575012391313
122956 1 1 1 20001 1 1 3 1 41.463762653528
122957 1 1 1 20001 1 1 3 1 40.2644641722716
122958 1 1 1 20001 1 1 3 2 36.9725341123184
122959 1 1 1 20001 1 1 3 2 28.9607260399638
122960 1 1 1 20001 1 1 1 1 40.9678851269403
122961 1 1 1 20001 1 1 3 1 37.6554662079245
122962 1 1 1 20001 1 1 3 2 34.4557621938176
122963 1 1 1 20001 2 1 3 1 51.2077882924015
122964 1 1 1 20001 1 1 3 1 48.9167785634344
122965 1 1 1 20001 1 1 3 2 42.40171326289
122966 1 1 1 20001 1 1 3 1 38.9131093236068
122967 1 1 1 20001 1 1 2 1 32.7811123671526
122968 1 1 1 20001 1 1 3 2 42.0133719366011
122969 1 1 1 20001 2 1 2 2 38.4980213714286
122970 1 1 1 20001 2 1 2 2 45.8935365151406
122971 1 1 1 20001 2 1 2 3 38.2742424494105
122972 1 1 1 20001 2 1 2 2 44.518093487929
122973 1 1 1 20001 1 1 3 3 35.594722374141
122974 1 1 1 20001 1 1 3 1 43.7325369368371
122975 1 1 1 20001 2 1 2 2 40.6322743238428
122976 1 1 1 20001 1 1 3 1 31.2938152578767
122977 1 1 1 20001 3 1 2 2 38.5482953102397
122978 1 1 1 20001 2 1 2 1 32.9781224622965
122979 1 1 1 20001 1 1 2 1 41.7125724498825
122980 1 1 1 20001 3 1 3 2 34.8091658230491
122981 1 1 1 20001 1 1 2 2 40.6322743238428
122982 1 1 1 20001 1 1 2 1 44.6661453859812
122983 1 1 1 20001 3 1 3 2 53.1283294224548
122984 1 1 1 20001 1 1 2 1 29.412497958313
122985 1 1 1 20001 1 1 2 1 38.1275527725149
122986 1 1 1 20001 2 1 2 1 31.5622135331593
122987 1 1 1 20001 2 1 2 2 38.5482953102397
122988 1 1 1 20001 3 1 2 2 41.2278153855092
122989 1 1 1 20001 2 1 2 2 43.7325369368371
122990 1 1 1 20001 2 1 2 3 37.7627387591478
122991 1 1 1 20001 2 1 2 2 34.8091658230491
122992 1 1 1 20001 2 1 2 2 49.4886232921654
122993 1 1 1 20001 2 1 2 2 42.9202337598559
122994 1 1 1 20001 2 1 3 2 38.9633832624179
122995 1 1 1 20001 3 1 2 1 32.0793718089686
122996 1 1 1 20001 1 1 2 2 38.9131093236068
122997 1 1 1 20001 3 1 2 2 44.7431659506816
122998 1 1 1 20001 1 1 2 2 46.3099778933141
122999 1 1 1 20001 1 1 2 1 47.1584546078309
123000 1 1 1 20001 2 1 2 2 41.6429033376874
123001 1 1 1 20001 2 1 2 2 38.177826711326
123002 1 1 1 20001 1 1 2 1 34.2473881939754
123003 1 1 1 20001 2 1 2 2 40.2674603104758
123004 1 1 1 20001 1 1 3 2 42.0133719366011
123005 1 1 1 20001 1 1 2 2 41.2278153855092
123006 1 1 1 20001 2 1 2 2 37.7627387591478
123007 1 1 1 20001 1 1 2 1 47.9286251734253
123008 1 1 1 20001 1 1 2 1 41.7393190757718
123009 1 1 1 20001 1 1 2 1 33.6169893364928
123010 1 1 1 20001 2 1 2 2 46.3883606791712
123011 1 1 1 20001 1 1 2 2 36.0714369490096
123012 1 1 1 20001 2 1 2 2 43.7057903109478
123013 1 1 1 20001 1 1 2 2 37.6508603986312
123014 1 1 1 20001 2 1 2 3 38.2742424494105
123015 1 1 1 20001 2 1 2 2 42.9469803857452
123016 1 1 1 20001 2 1 2 2 42.0133719366011
123017 1 1 1 20001 2 1 2 1 45.2379901147122
123018 1 1 1 20001 2 1 2 2 39.6986658746987
123019 1 1 1 20001 2 1 2 1 42.9469803857452
123020 1 1 1 20001 1 1 2 1 38.2742424494105
123021 1 1 1 20001 3 1 2 2 38.177826711326
123022 1 1 1 20001 2 1 2 2 33.7134050745773
123023 1 1 1 20001 3 1 3 2 42.9469803857452
123024 1 1 1 20001 1 1 2 1 26.5091989610254
123025 1 1 1 20001 2 1 2 2 46.237258488165
123026 1 1 1 20001 3 1 2 2 48.7533406798847
123027 1 1 1 20001 2 1 2 2 41.047362276021
123028 1 1 1 20001 2 1 2 1 34.8091658230491
123029 1 1 1 20001 2 1 2 2 42.0133719366011
123030 1 1 1 20001 2 1 2 2 42.9469803857452
123031 1 1 1 20001 2 1 3 1 37.7584375995966
123032 1 1 1 20001 2 1 2 3 56.3683335860635
123033 1 1 1 20001 3 1 2 2 56.2285920354491
123034 1 1 1 20001 3 1 2 2 38.177826711326
123035 1 1 1 20001 3 1 3 2 44.7431659506816
123036 1 1 1 20001 2 1 2 2 38.9131093236068
123037 1 1 1 20001 1 1 2 2 43.8066185631429
123038 1 1 1 20001 3 1 2 2 35.0775640983318
123039 1 1 1 20001 3 1 2 2 56.2285920354491
123040 1 1 1 20001 2 1 2 2 42.0133719366011
123041 1 1 1 20001 1 1 2 1 33.6461925467624
123042 1 1 1 20001 1 1 2 1 31.2938152578767
123043 1 1 1 20001 3 1 2 1 61.8728000302608
123044 1 1 1 20001 2 1 1 1 43.7325369368371
123045 1 1 1 20001 2 1 1 2 39.4470459635677
123046 1 1 1 20001 1 1 1 1 32.4163448332228
123047 1 1 1 20001 2 1 2 2 43.7325369368371
123048 1 1 1 20001 1 1 2 2 39.4819037593839
123049 1 1 1 20001 2 1 1 2 42.9469803857452
123050 1 1 1 20001 2 1 1 1 32.9781224622965
123051 1 1 1 20001 1 1 2 2 44.7431659506816
123052 1 1 1 20001 2 1 1 2 38.5482953102397
123053 1 1 1 20001 2 1 2 1 39.4470459635677
123054 1 1 1 20001 3 1 2 3 45.8613943664764
123055 1 1 1 20001 2 1 2 2 63.6535694522024
123056 1 1 1 20001 1 1 2 1 29.8778598493022
123057 1 1 1 20001 2 1 2 3 43.3620683379234
123058 1 1 1 20001 2 1 2 2 41.6429033376874
123059 1 1 1 20001 3 1 1 2 36.3816411463896
123060 1 1 1 20001 1 1 2 1 29.4627718971241
123061 1 1 1 20001 2 1 2 2 51.9933448434934
123062 1 1 1 20001 1 1 2 1 34.8091658230491
123063 1 1 1 20001 2 1 2 2 42.9469803857452
123064 1 1 1 20001 1 1 2 2 30.2005110937851
123065 1 1 1 20001 2 1 2 1 32.0793718089686
