DIRECTORIO SECUENCIA_ENCUESTA SECUENCIA_P ORDEN DEPMUNI P5747 P5752 P5752S1 P5090 FEX_C
171361 1 1 1 52001 2 1 2 2 57.7371952214557
171362 1 1 1 52001 1 1 2 3 41.937443259897
171363 1 1 1 52001 2 1 2 3 62.1933978681789
171364 1 1 1 52001 2 1 2 1 46.9639205552509
171365 1 1 1 52001 1 1 2 2 44.5957509207733
171366 1 1 1 52001 1 1 3 2 47.0820483477418
171367 1 1 1 52001 1 1 2 1 50.0308913695985
171368 1 1 1 52001 1 1 2 1 57.9887269795189
171369 1 1 1 52001 2 1 3 1 44.1534837351742
171370 1 1 1 52001 1 1 2 1 39.3369167309119
171371 1 1 1 52001 2 1 2 1 44.5957509207733
171372 1 1 1 52001 1 1 3 1 56.6776765654155
171373 1 1 1 52001 1 1 2 1 40.639996994371
171374 1 1 1 52001 1 1 3 2 43.4933330395904
171375 1 1 1 52001 2 1 3 1 48.7172381549534
171376 1 1 1 52001 1 1 2 1 61.8263561816791
171377 1 1 1 52001 1 1 3 1 22.219311296807
171378 1 1 1 52001 2 1 2 1 48.9700507394365
171379 1 1 1 52001 1 1 2 1 44.7466023218026
171380 1 1 1 52001 2 1 2 2 61.8263561816791
171381 1 1 1 52001 1 1 3 1 40.9680350779535
171382 1 1 1 52001 1 1 2 1 39.3289465802676
171383 1 1 1 52001 2 1 3 2 41.5245313655692
171384 1 1 1 52001 1 1 3 2 35.1255565180276
171385 1 1 1 52001 1 1 3 1 43.4933330395904
171386 1 1 1 52001 2 1 3 1 48.7172381549534
171387 1 1 1 52001 2 1 3 2 43.5698393651097
171388 1 1 1 52001 2 1 3 1 44.8043834536938
171389 1 1 1 52001 1 1 2 2 53.6157079872756
171390 1 1 1 52001 2 1 3 1 40.5444900177337
171391 1 1 1 52001 1 1 3 1 40.6828962195137
171392 1 1 1 52001 2 1 3 2 45.616663308478
171393 1 1 1 52001 1 1 3 1 37.734053197657
171394 1 1 1 52001 2 1 3 2 41.7803149327377
171395 1 1 1 52001 2 1 3 1 37.8275224040297
171396 1 1 1 52001 2 1 3 1 30.6357498391767
171397 1 1 1 52001 2 1 3 1 42.2105810500193
171398 1 1 1 52001 3 1 3 2 52.7369777193932
171399 1 1 1 52001 2 1 3 1 39.6569846638501
171400 1 1 1 52001 1 1 3 3 58.6737767946409
171401 1 1 1 52001 1 1 4 1 35.1255565180276
171402 1 1 1 52001 1 1 3 1 39.0283961311418
171403 1 1 1 52001 1 1 3 1 39.6220555893517
171404 1 1 1 52001 1 1 2 1 39.6569846638501
171405 1 1 1 52001 1 1 2 1 45.5152143664699
171406 1 1 1 52001 2 1 2 1 38.9619048937679
171407 1 1 1 52001 1 1 2 1 35.1255565180276
171408 1 1 1 52001 1 1 2 1 34.8404176595878
171409 1 1 1 52001 2 1 2 2 53.6157079872756
171410 1 1 1 52001 2 1 3 1 48.3099000438527
171411 1 1 1 52001 2 1 3 2 62.1933978681789
171412 1 1 1 52001 1 1 3 2 47.9195246439007
171413 1 1 1 52001 1 1 2 1 31.3349010694289
171414 1 1 1 52001 1 1 2 1 45.1714251401935
171415 1 1 1 52001 2 1 3 1 31.8915746377311
171416 1 1 1 52001 2 1 3 2 46.1057511936644
171417 1 1 1 52001 2 1 2 2 62.1933978681789
171418 1 1 1 52001 1 1 2 1 36.9167741749139
171419 1 1 1 52001 1 1 3 1 35.1255565180276
171420 1 1 1 52001 2 1 3 1 44.5957509207733
171421 1 1 1 52001 1 1 2 1 53.1734408016766
171422 1 1 1 52001 1 1 2 1 34.1453378895056
171423 1 1 1 52001 2 1 2 1 44.1884128096726
171424 1 1 1 52001 1 1 3 1 46.7540102641593
171425 1 1 1 52001 1 1 2 1 30.3089895137653
171426 1 1 1 52001 1 1 3 1 30.3089895137653
171427 1 1 1 52001 2 1 2 1 43.4933330395904
171428 1 1 1 52001 2 1 5 1 35.1255565180276
171429 1 1 1 52001 2 1 5 1 36.436606932131
171430 1 1 1 52001 2 1 2 3 44.1534837351742
171431 1 1 1 52001 2 1 5 1 44.1534837351742
171432 1 1 1 52001 1 1 2 2 57.6619697223564
171433 1 1 1 52001 2 1 3 2 54.4111674882628
171434 1 1 1 52001 2 1 2 2 36.8788741177301
171435 1 1 1 52001 2 1 2 3 32.7603578662354
171436 1 1 1 52001 2 1 2 2 43.5070836807342
171437 1 1 1 52001 2 1 3 2 42.2225821183368
171438 1 1 1 52001 2 1 3 2 53.1734408016766
171439 1 1 1 52001 1 1 3 2 45.0895223121336
171440 1 1 1 52001 2 1 2 1 36.436606932131
171441 1 1 1 52001 2 1 3 1 32.6404502455934
171442 1 1 1 52001 1 1 2 1 37.2917860120579
171443 1 1 1 52001 2 1 2 2 53.1734408016766
171444 1 1 1 52001 2 1 3 2 35.1255565180276
171445 1 1 1 52001 2 1 2 1 48.642012655854
171446 1 1 1 52001 3 1 3 2 52.7369777193932
171447 1 1 1 52001 1 1 2 2 39.6569846638501
171448 1 1 1 52001 1 1 2 1 31.6549690023671
171449 1 1 1 52001 2 1 3 1 48.0261932992943
171450 1 1 1 52001 1 1 2 1 28.3860580475722
171451 1 1 1 52001 1 1 2 1 30.4300882889416
171452 1 1 1 52001 2 1 2 2 56.9278863493569
171453 1 1 1 52001 1 1 2 1 54.0579751728747
171454 1 1 1 52001 2 1 2 3 48.2749709693543
171455 1 1 1 52001 1 1 2 1 43.1275721795106
171456 1 1 1 52001 2 1 2 2 53.1734408016766
171457 1 1 1 52001 1 1 2 1 46.3869685776596
171458 1 1 1 52001 1 1 2 2 35.1255565180276
171459 1 1 1 52001 1 1 1 2 61.1662054860953
171460 1 1 1 52001 2 1 2 2 44.1534837351742
171461 1 1 1 52001 3 1 3 2 52.7369777193932
171462 1 1 1 52001 3 1 3 2 97.9401014788731
171463 1 1 1 52001 3 1 3 2 42.6699060193019
171464 1 1 1 52001 2 1 2 1 36.436606932131
171465 1 1 1 52001 2 1 3 3 39.2394228499872
171466 1 1 1 52001 1 1 2 1 53.1734408016766
171467 1 1 1 52001 2 1 2 1 31.449307452132
171468 1 1 1 52001 2 1 2 2 42.8424333210708
171469 1 1 1 52001 2 1 2 2 66.314885102359
171470 1 1 1 52001 1 1 2 1 49.3358115995163
171471 1 1 1 52001 2 1 3 3 62.1933978681789
171472 1 1 1 52001 2 1 3 2 37.734053197657
171473 1 1 1 52001 2 1 3 1 37.2917860120579
171474 1 1 1 52001 2 1 2 2 42.2654813434795
171475 1 1 1 52001 1 1 3 1 49.2929123743736
171476 1 1 1 52001 1 1 3 2 40.0643227749508
171477 1 1 1 52001 2 1 3 1 44.1534837351742
171478 1 1 1 52001 2 1 3 2 52.8063991151768
171479 1 1 1 52001 3 1 3 1 49.0842798414531
171480 1 1 1 52001 2 1 3 3 48.2749709693543
171481 1 1 1 52001 3 1 3 2 39.6220555893517
171482 1 1 1 52001 2 1 3 1 44.1534837351742
171483 1 1 1 52001 2 1 2 1 47.4133298267662
171484 1 1 1 52001 1 1 1 2 22.5190090531862
171485 1 1 1 52001 2 1 3 2 47.5499055609569
171486 1 1 1 52001 1 1 1 1 22.5190090531862
171487 1 1 1 52001 2 1 3 2 54.0579751728747
171488 1 1 1 52001 1 1 3 1 35.1442933707021
171489 1 1 1 52001 2 1 2 3 38.7532723608474
171490 1 1 1 52001 3 1 3 2 42.6699060193019
171491 1 1 1 52001 1 1 1 2 16.6013125259172
171492 1 1 1 52001 1 1 4 1 30.3089895137653
171493 1 1 1 52001 1 1 2 1 44.5957509207733
171494 1 1 1 52001 2 1 3 1 47.9898321109145
171495 1 1 1 52001 1 1 3 2 48.9700507394365
171496 1 1 1 52001 2 1 3 1 44.0245062103908
171497 1 1 1 52001 1 1 3 2 45.0380181063724
171498 1 1 1 52001 1 1 3 1 57.7800944465984
171499 1 1 1 52001 1 1 3 1 30.7512566993644
171500 1 1 1 52001 1 1 1 2 23.2984409685
171501 1 1 1 52001 1 1 2 1 40.4679836922143
171502 1 1 1 52001 1 1 2 1 36.436606932131
171503 1 1 1 52001 2 1 3 2 48.2749709693543
171504 1 1 1 52001 2 1 2 2 50.7612683963228
171505 1 1 1 52001 2 1 3 2 46.3117430785602
171506 1 1 1 52001 2 1 2 1 48.8370410401971
171507 1 1 1 52001 1 1 3 1 39.6569846638501
171508 1 1 1 52001 2 1 2 2 57.7800944465984
171509 1 1 1 52001 1 1 3 1 35.1255565180276
171510 1 1 1 52001 1 1 1 2 28.6474640179283
171511 1 1 1 52001 2 1 3 2 27.1235408565446
171512 1 1 1 52001 2 1 2 2 49.702853286016
171513 1 1 1 52001 1 1 2 1 40.0643227749508
171514 1 1 1 52001 3 1 3 2 48.9700507394365
171515 1 1 1 52001 1 1 2 1 36.9986770029738
171516 1 1 1 52001 3 1 3 3 48.9700507394365
171517 1 1 1 52001 2 1 3 2 62.2686233672782
171518 1 1 1 52001 1 1 4 1 39.6220555893517
171519 1 1 1 52001 2 1 4 1 36.436606932131
171520 1 1 1 52001 1 1 1 1 43.8683448767344
171521 1 1 1 52001 2 1 2 3 55.9657722736418
171522 1 1 1 52001 2 1 3 2 41.413273246238
171524 1 1 1 52001 2 1 3 2 45.0006926644568
171527 1 1 1 52001 2 1 2 2 57.6619697223564
171528 1 1 1 52001 2 1 2 2 38.7532723608474
171530 1 1 1 52001 2 1 3 2 42.1083530163202
171533 1 1 1 63001 1 1 3 1 27.9927594836708
171534 1 1 1 63001 2 1 2 1 44.7833527956543
171535 1 1 1 63001 1 1 2 1 50.6702431421995
171536 1 1 1 63001 1 1 2 1 38.5848630333779
171537 1 1 1 63001 1 1 2 3 41.0501260827457
171538 1 1 1 63001 1 1 2 1 28.8773844897733
171539 1 1 1 63001 1 1 1 2 27.778090176774
171540 1 1 1 63001 1 1 1 1 42.7816204952322
171541 1 1 1 63001 1 1 3 1 40.1655010766432
171542 1 1 1 63001 2 1 3 1 20.3178092042585
171543 1 1 1 63001 1 1 1 2 58.6300007945938
171544 1 1 1 63001 1 1 2 1 40.9547824765078
171545 1 1 1 63001 2 1 3 2 32.1895169455251
171546 1 1 1 63001 2 1 5 2 40.9547824765078
171547 1 1 1 63001 1 1 2 2 34.2779310257208
171548 1 1 1 63001 1 1 3 1 25.2188790603273
171549 1 1 1 63001 1 1 2 1 23.5813327149197
171550 1 1 1 63001 1 1 2 1 23.4797231009194
171551 1 1 1 63001 1 1 1 1 41.7349127215163
171552 1 1 1 63001 2 1 5 3 57.7453757884913
171553 1 1 1 63001 1 1 2 1 45.0470451772681
171554 1 1 1 63001 1 1 2 1 45.5660476125907
171555 1 1 1 63001 1 1 2 2 50.4475917132156
171556 1 1 1 63001 1 1 2 2 57.7453757884913
171557 1 1 1 63001 1 1 2 3 44.7833527956543
171558 1 1 1 63001 1 1 2 2 45.1515399383621
171559 1 1 1 63001 1 1 2 2 62.5932967044912
171560 1 1 1 63001 1 1 3 2 25.6889963922011
171561 1 1 1 63001 1 1 4 1 20.3178092042585
171562 1 1 1 63001 1 1 3 1 39.3743814158855
171563 1 1 1 63001 2 1 3 2 32.1895169455251
171564 1 1 1 63001 2 1 5 2 30.9850481670546
171565 1 1 1 63001 2 1 1 2 45.9316701833706
171566 1 1 1 63001 2 1 5 1 29.9244271318393
171567 1 1 1 63001 1 1 3 1 30.8725302072673
171568 1 1 1 63001 2 1 3 2 30.1004231609522
171570 1 1 1 63001 1 1 3 2 25.5126654947381
171571 1 1 1 63001 2 1 3 2 47.1354592574638
171572 1 1 1 63001 1 1 2 3 50.7576046263503
171573 1 1 1 63001 2 1 3 1 38.5465246239441
171574 1 1 1 63001 1 1 2 1 30.1004231609522
171575 1 1 1 63001 1 1 3 1 35.7540743078922
171576 1 1 1 63001 1 1 3 1 45.1025168636451
171577 1 1 1 63001 1 1 1 3 70.3392116386206
171578 1 1 1 63001 1 1 2 1 20.3178092042585
171579 1 1 1 63001 2 1 2 2 46.1463394902674
171580 1 1 1 63001 1 1 4 1 27.3079728449002
171581 1 1 1 63001 1 1 3 2 62.3138838576197
171582 1 1 1 63001 1 1 1 4 45.4615528514968
171583 1 1 1 63001 1 1 3 2 55.765169875736
171584 1 1 1 63001 2 1 2 2 67.2907715644825
171585 1 1 1 63001 2 1 2 2 54.3287485716455
171586 1 1 1 63001 1 1 1 2 79.2104085464624
171587 1 1 1 63001 1 1 2 2 55.2880948612106
171588 1 1 1 63001 1 1 3 1 21.022121598473
171589 1 1 1 63001 1 1 3 1 20.3178092042585
171590 1 1 1 63001 1 1 3 2 28.7818507767754
171591 1 1 1 63001 1 1 2 2 40.9547824765078
171592 1 1 1 63001 1 1 3 1 49.5299198282159
171593 1 1 1 63001 2 1 4 1 32.4041862524219
171594 1 1 1 63001 1 1 3 2 33.0741419516276
171595 1 1 1 63001 2 1 1 2 40.3719260269033
171596 1 1 1 63001 1 1 3 2 33.0741419516276
171597 1 1 1 63001 1 1 2 1 27.882584937868
171598 1 1 1 63001 1 1 2 2 27.9927594836708
171599 1 1 1 63001 2 1 2 2 27.9927594836708
171600 1 1 1 63001 1 1 2 1 40.1655010766432
171601 1 1 1 63001 2 1 2 2 53.653113087731
171602 1 1 1 63001 1 1 2 1 35.7540743078922
171603 1 1 1 63001 3 1 1 2 77.0930492478883
171604 1 1 1 63001 3 1 1 2 77.0930492478883
171605 1 1 1 63001 3 1 1 2 77.0930492478883
171606 1 1 1 63001 3 1 1 2 77.0930492478883
171607 1 1 1 63001 2 1 5 3 33.6649805233192
171608 1 1 1 63001 2 1 5 1 50.0794045705079
171609 1 1 1 63001 2 1 1 2 36.2810999419082
171610 1 1 1 63001 1 1 3 1 33.6649805233192
171611 1 1 1 63001 1 1 1 2 45.0470451772681
171612 1 1 1 63001 2 1 6 1 35.7540743078922
171613 1 1 1 63001 2 1 5 1 35.7540743078922
171614 1 1 1 63001 2 1 3 1 20.8074522915762
171615 1 1 1 63001 2 1 4 2 50.0794045705079
171616 1 1 1 63001 1 1 4 1 33.6649805233192
171617 1 1 1 63001 1 1 2 1 23.1112153830459
171618 1 1 1 63001 1 1 4 1 13.4659922093277
171619 1 1 1 63001 1 1 4 2 11.2770391404011
171620 1 1 1 63001 2 1 5 1 66.664159155285
171621 1 1 1 63001 2 1 3 2 40.8502877154138
171622 1 1 1 63001 1 1 3 1 26.6943426381214
171623 1 1 1 63001 2 1 3 2 38.5465246239441
171624 1 1 1 63001 1 1 3 2 36.5433557077567
171625 1 1 1 63001 1 1 2 2 52.9657618770325
171626 1 1 1 63001 2 1 3 2 27.778090176774
171627 1 1 1 63001 3 1 4 2 45.0470451772681
171628 1 1 1 63001 2 1 3 2 37.5392043143901
171629 1 1 1 63001 3 1 1 2 45.0470451772681
171630 1 1 1 63001 1 1 2 1 27.778090176774
171631 1 1 1 63001 1 1 2 2 46.0361649444645
171632 1 1 1 63001 3 1 1 2 40.740113169611
171633 1 1 1 63001 1 1 2 2 45.1515399383621
171634 1 1 1 63001 2 1 3 2 55.5561803535481
171635 1 1 1 63001 3 1 1 2 45.0470451772681
171636 1 1 1 63001 1 2  2 33.6649805233192
171637 1 1 1 63001 1 1 3 2 38.5465246239441
171638 1 1 1 63001 2 1 1 2 162.542473634068
171639 1 1 1 63001 2 1 3 2 49.7592808840604
171640 1 1 1 63001 2 1 3 2 45.9316701833706
171641 1 1 1 66001 2 1 1 1 47.773420364798
171642 1 1 1 66001 1 1 2 2 52.7007489138264
171643 1 1 1 66001 2 1 1 2 39.8641762065115
171644 1 1 1 66001 1 1 1 1 47.773420364798
171645 1 1 1 66001 2 1 3 2 46.6758117361822
171646 1 1 1 66001 2 1 3 1 58.8092763482039
171647 1 1 1 66001 2 1 3 2 56.7005694546561
171648 1 1 1 66001 3 1 3 2 55.406745070219
171649 1 1 1 66001 1 1 3 3 51.5830603793545
171650 1 1 1 66001 2 1 2 2 46.4655513040528
171652 1 1 1 66001 1 1 1 4 64.3247919848816
171653 1 1 1 66001 2 1 2 2 55.1958520894688
171654 1 1 1 66001 2 1 1 1 50.7613712036042
171655 1 1 1 66001 1 1 3 1 47.5625273840478
171656 1 1 1 66001 1 1 2 1 57.4438525179506
171657 1 1 1 66001 2 1 2 2 109.971183314679
171659 1 1 1 66001 2 1 3 1 58.337141139517
171660 1 1 1 66001 2 1 2 1 47.773420364798
171661 1 1 1 66001 2 1 2 2 59.6303329753334
171662 1 1 1 66001 2 1 2 2 61.7371432160072
171663 1 1 1 66001 2 1 3 2 61.246934022663
171664 1 1 1 66001 2 1 2 2 50.7613712036042
171665 1 1 1 66001 2 1 2 2 59.6303329753334
171666 1 1 1 66001 2 1 2 1 48.8053699726777
171667 1 1 1 66001 1 1 3 2 60.9938601527128
171668 1 1 1 66001 2 1 4 2 48.1537517971987
171669 1 1 1 66001 2 1 2 2 58.5274309341152
171670 1 1 1 66001 2 1 4 4 53.2712608725003
171671 1 1 1 66001 2 1 3 1 54.1639024815891
171672 1 1 1 66001 2 1 4 2 55.7295217331115
171673 1 1 1 66001 2 1 2 2 56.8124531367985
171674 1 1 1 66001 2 1 1 3 194.235938547421
171675 1 1 1 66001 2 1 1 1 140.640395229695
171676 1 1 1 66001 1 1 2 1 55.1958520894688
171677 1 1 1 66001 2 1 1 2 152.284113610813
171678 1 1 1 66001 2 1 2 3 39.2533800115114
171679 1 1 1 66001 1 1 2 1 66.6437593105587
171680 1 1 1 66001 2 1 2 2 48.1537517971987
171681 1 1 1 66001 1 1 2 2 58.3855937338296
171682 1 1 1 66001 1 1 4 2 22.1854445434065
171683 1 1 1 66001 2 1 2 1 46.6758117361822
171684 1 1 1 66001 1 1 2 1 50.7588420021095
171685 1 1 1 66001 1 1 2 1 55.8763510774111
171686 1 1 1 66001 2 1 2 2 58.8092763482039
171687 1 1 1 66001 2 1 2 2 54.7237168807819
171688 1 1 1 66001 2 1 2 2 61.3159898031277
171689 1 1 1 66001 1 1 2 2 67.3267874999958
171690 1 1 1 66001 1 1 3 1 60.3108319632757
171691 1 1 1 66001 1 1 2 1 43.036242721897
171692 1 1 1 66001 1 1 2 1 44.3708890868131
171693 1 1 1 66001 2 1 2 2 59.4181903541869
171694 1 1 1 66001 2 1 2 2 56.7005694546561
171695 1 1 1 66001 1 1 2 1 50.7613712036042
171696 1 1 1 66001 2 1 2 2 62.8207216321718
171697 1 1 1 66001 1 1 2 1 44.3708890868131
171698 1 1 1 66001 1 1 2 1 48.5742581976006
171699 1 1 1 66001 2 1 3 2 56.017541265219
171700 1 1 1 66001 1 1 1 3 41.440493017515
171701 1 1 1 66001 2 1 2 2 55.1958520894688
171702 1 1 1 66001 2 1 1 2 58.5983833674537
171703 1 1 1 66001 2 1 2 2 55.1958520894688
171704 1 1 1 66001 2 1 2 2 54.9837094683223
171705 1 1 1 66001 1 1 2 1 50.7588420021095
171706 1 1 1 66001 1 1 2 2 43.687860897376
171707 1 1 1 66001 1 1 1 2 55.1958520894688
171708 1 1 1 66001 2 1 3 2 48.4765284600912
171709 1 1 1 66001 2 1 2 2 47.2585809866151
171710 1 1 1 66001 2 1 6 2 47.2611101881098
171711 1 1 1 66001 2 1 5 2 50.7613712036042
171712 1 1 1 66001 2 1 6 2 39.633711443912
171714 1 1 1 66001 2 1 6 2 62.6839428348757
171715 1 1 1 66001 2 1 5 1 54.1639024815891
171716 1 1 1 66001 1 1 1 4 20.6433207373667
171717 1 1 1 66001 2 1 1 1 185.782299031816
171718 1 1 1 66001 1 1 2 1 36.3229839422134
171719 1 1 1 66001 2 1 1 2 63.8284086735186
171720 1 1 1 66001 2 1 6 1 41.440493017515
171721 1 1 1 66001 1 1 1 2 51.7933208114838
171722 1 1 1 66001 2 1 5 1 41.440493017515
171723 1 1 1 66001 2 1 4 1 41.440493017515
171724 1 1 1 66001 3 1 4 2 55.8788802789058
171725 1 1 1 66001 1 1 2 2 55.406745070219
171726 1 1 1 66001 2 1 2 2 54.0904208467559
171727 1 1 1 66001 2 1 2 2 69.3906867157551
171728 1 1 1 66001 3 1 4 2 56.7005694546561
171729 1 1 1 66001 2 1 5 1 54.9855916573394
171730 1 1 1 66001 2 1 5 3 55.8788802789058
171731 1 1 1 66001 2 1 5 2 47.3588399256192
171732 1 1 1 66001 1 1 2 1 54.4866791444817
171733 1 1 1 66001 1 1 2 1 43.687860897376
171734 1 1 1 66001 1 1 2 1 41.4379638160203
171735 1 1 1 66001 2 1 5 3 52.7424456586555
171736 1 1 1 66001 1 1 2 3 50.2867067934226
171737 1 1 1 66001 2 1 5 1 38.6968107706844
171738 1 1 1 66001 2 1 2 2 51.5562830751836
171739 1 1 1 66001 2 1 2 2 55.8788802789058
171740 1 1 1 66001 2 1 1 2 49.8687295945154
171741 1 1 1 66001 2 1 3 2 55.8788802789058
171742 1 1 1 66001 2 1 3 2 55.8788802789058
171743 1 1 1 66001 1 1 1 1 57.4954813262355
171744 1 1 1 66001 1 1 5 1 49.48586896062
171745 1 1 1 66001 1 1 6 1 44.3683598853184
171746 1 1 1 66001 2 1 1 1 55.406745070219
171747 1 1 1 66001 1 1 2 2 60.1005715311463
171748 1 1 1 66001 1 1 3 3 60.1031007326411
171749 1 1 1 66001 2 1 3 2 60.1031007326411
171750 1 1 1 66001 2 1 5 2 51.5830603793545
171751 1 1 1 66001 1 1 5 1 44.3708890868131
171752 1 1 1 66001 2 1 2 1 41.4354346145256
171753 1 1 1 66001 1 1 3 2 58.8092763482039
171754 1 1 1 66001 2 1 3 2 44.7512205192137
171755 1 1 1 66001 2 1 2 2 56.7005694546561
171756 1 1 1 66001 2 1 3 2 51.7933208114838
171757 1 1 1 66001 2 1 2 2 57.4929521247408
171758 1 1 1 66001 2 1 2 1 52.7991256638134
171759 1 1 1 66001 1 1 2 1 50.7613712036042
171760 1 1 1 66001 1 1 5 2 57.7032125568702
171761 1 1 1 66001 2 1 2 2 114.045427137856
171762 1 1 1 66001 2 1 2 2 47.3588399256192
171763 1 1 1 66001 1 1 3 1 44.7512205192137
171764 1 1 1 66001 2 1 1 2 168.052623795657
171765 1 1 1 66001 2 1 2 2 165.587556268406
171766 1 1 1 66001 2 1 1 2 181.565174832078
171767 1 1 1 66001 1 1 1 4 63.6424108079221
171768 1 1 1 66001 2 1 2 2 89.5024410384274
171769 1 1 1 66001 2 1 1 2 171.69323204455
171770 1 1 1 66001 2 1 2 1 49.1857014050783
171771 1 1 1 66001 1 1 2 2 71.6405837971108
171772 1 1 1 66001 1 1 1 1 69.862821924442
171773 1 1 1 66001 1 1 1 2 60.3108319632757
171774 1 1 1 66001 1 1 2 2 60.3108319632757
171775 1 1 1 66001 1 1 2 2 66.4360280799241
171776 1 1 1 66001 2 1 2 1 55.8788802789058
171777 1 1 1 66001 1 1 2 2 63.9217270205161
171778 1 1 1 66001 1 1 1 1 41.4379638160203
171779 1 1 1 66001 1 1 5 2 36.3229839422134
171780 1 1 1 66001 1 1 1 2 41.440493017515
171781 1 1 1 66001 1 1 5 2 44.3708890868131
171782 1 1 1 66001 1 1 2 2 58.3862407463072
171783 1 1 1 66001 2 1 5 2 53.2712608725003
171784 1 1 1 66001 2 1 2 1 51.175951642783
171785 1 1 1 66001 1 1 5 1 63.2437572340685
171786 1 1 1 66001 2 1 2 4 55.8788802789058
171787 1 1 1 66001 2 1 5 2 58.8092763482039
171788 1 1 1 66001 2 1 2 1 47.3588399256192
171789 1 1 1 66001 2 1 1 2 44.3708890868131
171790 1 1 1 66001 2 1 1 2 41.440493017515
171791 1 1 1 66001 2 1 2 2 55.8763510774111
171792 1 1 1 66001 2 1 5 2 52.2479373301931
171793 1 1 1 66001 2 1 2 2 50.7613712036042
171794 1 1 1 66001 2 1 2 4 60.2417617189543
171795 1 1 1 66001 1 1 2 4 39.7255152201983
171796 1 1 1 66001 3 1 1 2 55.406745070219
171797 1 1 1 66001 3 1 1 3 49.8687295945154
171798 1 1 1 66001 2 1 6 1 44.3708890868131
171799 1 1 1 66001 2 1 6 2 44.3708890868131
171800 1 1 1 66001 3 1 1 2 55.8788802789058
171801 1 1 1 66001 3 1 1 3 55.8788802789058
171802 1 1 1 66001 3 1 1 2 47.3588399256192
171803 1 1 1 66001 2 1 5 2 59.6303329753334
171804 1 1 1 66001 2 1 5 2 53.2712608725003
171805 1 1 1 66001 1 1 2 3 28.6896592367924
171806 1 1 1 66001 2 1 3 1 50.2892359949173
171807 1 1 1 66001 2 1 5 2 50.7613712036042
171808 1 1 1 66001 2 1 5 2 50.7613712036042
171809 1 1 1 66001 2 1 4 3 47.3588399256192
171810 1 1 1 66001 1 1 3 1 54.5134564486525
171811 1 1 1 66001 2 1 5 2 51.5830603793545
171812 1 1 1 66001 2 1 4 2 36.3229839422134
171813 1 1 1 66001 1 1 3 1 55.1958520894688
171814 1 1 1 66001 1 1 3 2 60.4520221510836
171815 1 1 1 66001 2 1 2 1 46.4655513040528
171816 1 1 1 66001 1 1 2 2 60.991330951218
171817 1 1 1 66001 1 1 2 1 39.2533800115114
171818 1 1 1 66001 1 1 2 2 56.6737921504853
171819 1 1 1 66001 2 1 2 2 53.2712608725003
171820 1 1 1 66001 2 1 3 2 44.7512205192137
171821 1 1 1 66001 2 1 4 1 55.406745070219
171822 1 1 1 66001 1 1 3 1 40.5263530530009
171823 1 1 1 66001 2 1 4 2 53.6917672729023
171824 1 1 1 66001 2 1 4 1 65.4258118370826
171825 1 1 1 66001 2 1 6 1 41.440493017515
171826 1 1 1 66001 2 1 6 2 41.440493017515
171827 1 1 1 66001 2 1 6 1 55.406745070219
171828 1 1 1 66001 1 1 1 1 35.6399557527763
171829 1 1 1 66001 2 1 5 2 44.3708890868131
171830 1 1 1 66001 1 1 3 2 60.6354908151854
171831 1 1 1 66001 2 1 5 2 48.5951095405483
171832 1 1 1 66001 2 1 3 2 61.132521139026
171833 1 1 1 66001 2 1 3 2 56.9083006852908
171834 1 1 1 66001 2 1 3 2 51.5830603793545
171835 1 1 1 66001 1 1 3 1 42.2413308503176
171836 1 1 1 66001 1 1 3 2 58.8067471467092
171837 1 1 1 66001 2 1 3 2 52.4738197994262
171838 1 1 1 66001 2 1 1 2 53.2712608725003
171840 1 1 1 66001 2 1 1 2 51.5830603793545
171841 1 1 1 66001 1 1 3 1 54.5134564486525
171842 1 1 1 66001 2 1 1 1 48.1537517971987
171843 1 1 1 66001 2 1 3 2 55.406745070219
171844 1 1 1 66001 2 1 1 2 41.440493017515
171845 1 1 1 66001 2 1 1 2 52.4738197994262
171846 1 1 1 66001 2 1 1 2 49.8680825820377
171847 1 1 1 66001 1 1 3 2 60.3108319632757
171848 1 1 1 66001 2 1 5 1 49.9588472873782
171849 1 1 1 66001 2 1 2 2 59.2814115568908
171850 1 1 1 66001 2 1 2 2 56.6980402531614
171851 1 1 1 66001 2 1 1 2 55.8788802789058
171852 1 1 1 66001 1 1 3 1 51.5562830751836
171853 1 1 1 66001 2 1 2 2 55.8788802789058
171854 1 1 1 66001 2 1 5 2 44.7512205192137
171855 1 1 1 66001 2 1 1 2 49.8662003930206
171856 1 1 1 66001 2 1 5 2 47.3588399256192
171857 1 1 1 66001 1 1 2 2 46.8085467612722
171858 1 1 1 66001 2 1 1 3 49.8687295945154
171859 1 1 1 66001 1 1 3 1 34.8340595169843
171860 1 1 1 66001 1 1 2 1 47.3588399256192
171861 1 1 1 66001 2 1 2 2 55.8788802789058
171862 1 1 1 66001 2 1 2 3 53.2687316710056
171863 1 1 1 66001 2 1 1 1 44.8430242955
171864 1 1 1 66001 2 1 1 3 56.6980402531614
171865 1 1 1 66001 1 1 2 2 55.8763510774111
171866 1 1 1 66001 1 1 2 2 53.2712608725003
171867 1 1 1 66001 1 1 2 1 60.3133611647704
171868 1 1 1 66001 1 1 2 2 57.7057417583649
171869 1 1 1 66001 2 1 2 2 61.132521139026
171870 1 1 1 66001 1 1 2 1 63.7158924427554
171871 1 1 1 66001 2 1 4 2 55.1958520894688
